"Fav","CPID","Payer Name","Eligibility RealtimePayer ID","Payer ID","Portal Avail","Claim Type","State","Connectivity Available (CS, E)","2nd Level Auth (CS, E)","Enrollment Required","2nd CL","C","R","E","CS","A","ARS","AR","Paper CPID","Claim Status Payer ID","Claim Status Portal ID","Eligibility Portal ID","Claim Insurance Type","Claim Surcharge Amount","Attachment Type","Attachment Delivery Method","CS Transmission Type","Must Submit Claims to CH","Remit Pass-through Fee"
"No","6424","MID-AMERICAN BENEFITS (ELITE CHOICE)","","22823","E:https://www.tpabenefits.com/admin/logon/checkpass1.asp?company=midamericantpa%20","Professional","","N/A, P","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","MIDAB1","Commercial/HMO","",,"",,"",""
"No","6425","BOILERMAKERS NATIONAL HEALTH AND WELFARE","","36609","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","6427","EAST POINTE HUMAN SERVICES","","99999-0910","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4300","","","","Commercial/HMO","0.1",,"",,"",""
"No","6427","EASTPOINTE - BEHAVIORAL HEALTH","","99999-0910","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4300","","","","Commercial/HMO","0.1",,"",,"",""
"No","6429","ATLANTIC MEDICAL","","22285","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","6430","HORIZON VALLEY MEDICAL GROUP","","HVMG1","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","6434","MARRICK MEDICAL FINANCE","","20805","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","6444","US IMAGING NETWORK","","50383","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","6460","INETICO, INC.","","43471","","Professional","FL","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","6460","INETICO - SEMINOLE TRIBE OF FLORIDA","","43471","","Professional","FL","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","6463","ALLIANCE BEHAVIORAL HEALTHCARE","","23071","","Professional","","N/A, N/A","N/A, N/A","C,R","Yes","Yes","Yes","No","No","No","No","No","4300","","","","Commercial/HMO","",,"",,"",""
"No","6464","SAGAMORE HEALTH NETWORK","","35164","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","6474","MEDCOST, INC.","","56162","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","6476","HEALTHHELP NETWORKS, INC. (HHNI)","","59087","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","6476","HHNI","","59087","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","6482","HEALTHEOS ASSOCIATES FOR HEALTH CARE, INC.","","HEALTHEOS","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","6494","SELF FUNDED PLANS (IL, PA, OH)","","34131","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","6503","INTEGRATED CARE NETWORK (ICN) BY EMERALD HEALTH","","16755","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6503","EMERALD HEALTH NETWORK, INC. (ALL PPO BUSINESS)","","16755","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6503","HEALTH SERVICES PREFERRED (HSP) BY EMERALD HEALTH","","16755","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6504","ASCENSION BENEFITS (JACKSONVILLE, FL)","","59298","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6506","MERCY PROVIDER NETWORK","","43185","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6508","TEAMSTERS MEDICARE TRUST FOR RETIRED EMPLOYEES (TM","","43619","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6510","PRIME HEALTH CHOICE","","81502","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6517","THE MACALUSO GROUP","","82694","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6518","MERCHANTS BENEFIT ADMINISTRATION","","86087","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6521","CEDARS SINAI MEDICAL CENTER","","95164","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6524","LUTHER CARE","","CB212","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6526","HEALTHCARE HIGHWAYS","","HCH01","E:https://connect.healthaxis.com/signin.aspx?c=hsb&sc=hch&p=1&n=1","Institutional","","N/A, P","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","HCHW1","Commercial/HMO","",,"",,"",""
"No","6528","PASSPORT HEALTH PLAN DOS BEFORE 1/1/2021","","61325","","Institutional","","N/A, N/A","N/A, N/A","R,CS","Yes","Yes","Yes","No","Yes","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6529","UTMB CARE","","RUTMH","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6533","MEDCOST INC.","","56162","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6537","HEALTHSCOPE BENEFITS","","71084","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6544","BENEFIT PLAN ADMINISTRATORS","","88052","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"No",""
"No","6546","UNITED CLAIM SOLUTIONS","","20090","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6547","BROWN AND TOLAND MEDICAL GROUP","","94316","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6551","UMPQUA HEALTH ALLIANCE","","77505","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"","0.0045"
"No","6552","LUCET","","NDX99","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6555","KLAIS AND COMPANY","","34145","E:http://www.klais.com/resources.htm","Institutional","","N/A, P","N/A, N"," ","No","Yes","No","Yes","No","No","No","No","4350","","","KLAIS1","Commercial/HMO","0.1",,"",,"",""
"No","6559","CHINO VALLEY MEDICAL CENTER","","CVMC1","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6560","IMPERIAL HEALTH HOLDINGS MEDICAL GROUP","","IHHMG","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6568","HEALTH FIRST TPA (TYLER, TEXAS)","","75234","E:https://enroll.hfbenefits.com/","Institutional","","N/A, P","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","HEALT1","Commercial/HMO","",,"",,"",""
"No","6571","LOYOLA PHYSICIAN PARTNERS","","37175","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"No",""
"No","6572","SANFORD HEALTH PLAN MEDICARE ADVANTAGE","","RP035","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"No",""
"No","6572","GREAT PLAINS MEDICARE ADVANTAGE","","RP035","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"No",""
"No","6574","AMBETTER FROM NEBRASKA TOTAL CARE","","68069","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","Yes","No","No","4350","","","","Commercial/HMO","","Unsolicited","Electronic",,"No","0.0045"
"No","6576","FOX EVERETT, INC.","","64069","E:https://mybenefits.foxeverett.com/provider/default.htm","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","FXEVT1","Commercial/HMO","",,"",,"",""
"No","6578","NEBRASKA CHRONIC RENAL DISEASE","","NERENAL","","Institutional","NE","N/A, N/A","N/A, N/A","C","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"No",""
"No","6581","MERCY LIFE","","TRINPACE","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6581","ST. FRANCIS LIFE","","TRINPACE","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6581","MERCY LIFE NORRISTOWN","","TRINPACE","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6581","MERCY LIFE - WEST PHILADELPHIA","","TRINPACE","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6581","MERCY LIFE OF ALABAMA","","TRINPACE","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6581","MERCY LIFE NORTH HANCOCK","","TRINPACE","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6581","MERCY LIFE VALLEY VIEW","","TRINPACE","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6581","MERCY LIFE SHARON HILL","","TRINPACE","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6581","TRINITY HEALTH PACE","","TRINPACE","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6581","ST. JOSEPH PACE OF INDIANA","","TRINPACE","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6581","LIFE ST. FRANCIS","","TRINPACE","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6581","LIFE ST. MARY","","TRINPACE","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6581","LIFE ST. JOSEPH OF THE PINES","","TRINPACE","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6585","NEW JERSEY MANUFACTURERS (NJM) AUTO","","C1048","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6587","PINNACLE CLAIMS MANAGEMENT, INC.","","24735","E:https://webopis.pinnacletpa.com/login.php","Institutional","","N/A, P","N/A, N"," ","No","Yes","No","Yes","No","No","No","No","4350","","","PNNCL1","Commercial/HMO","",,"",,"",""
"No","6587","WESTERN GROWERS INSURANCE COMPANY","","24735","E:https://webopis.pinnacletpa.com/login.php","Institutional","","N/A, P","N/A, N"," ","No","Yes","No","Yes","No","No","No","No","4350","","","PNNCL1","Commercial/HMO","",,"",,"",""
"No","6587","WESTERN GROWERS / PINNACLE","","24735","E:https://webopis.pinnacletpa.com/login.php","Institutional","","N/A, P","N/A, N"," ","No","Yes","No","Yes","No","No","No","No","4350","","","PNNCL1","Commercial/HMO","",,"",,"",""
"No","6587","WESTERN GROWERS ASSURANCE TRUST","","24735","E:https://webopis.pinnacletpa.com/login.php","Institutional","","N/A, P","N/A, N"," ","No","Yes","No","Yes","No","No","No","No","4350","","","PNNCL1","Commercial/HMO","",,"",,"",""
"No","6588","MIDLANDS BENEFITS ADMINISTRATORS","","47080","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4300","","","","Commercial/HMO","",,"",,"",""
"No","6588","MIDLANDS CHOICE","","47080","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4300","","","","Commercial/HMO","",,"",,"",""
"No","6591","ENSTAR NATURAL GAS (GROUP #P61)","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","CEMENT MASONS & PLASTERERS HLTH/WEL TRUS","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","PUGET SOUND ELECTRICAL WORKERS TRUST","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","PUGET SOUND BENEFITS TRUST","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","N.W. IRONWORKERS HLTH & SECURITY TRUST","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","HOTEL EMP & RESTAURANT EMP HEALTH TRUST","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","GLASSWORKERS HEALTH & WELFARE FUND","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","N.W. ROOFERS & EMP HLTH & SECURITY TRUST","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","ALASKA LABORERS CONST.R INDUSTRY TRUST(GROUP #F23)","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","OPERATING ENG LOCALS 302/612 HLTH & SEC","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","N.W. TEXTILE PROCESSORS","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","SEATTLE WASHINGTON PLANS","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","ALASKA CHILDRENS SERVICES, INC.","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","ALASKA UNITED FOOD & COMM WRKRS HLTH/WEL","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","WELFARE PENSION ADMIN SERVICES (WPAS)","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6591","ALASKA PIPE TRADES LOCAL 375 (GROUP #F24)","","91136","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6596","RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER","","00930","","Institutional","","N/A, N/A","N/A, N/A","C","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6598","ALPHACARE MEDICAL GROUP","","MPM32","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6602","OPTUM SALT LAKE COUNTY PUBLIC SECTOR","","HT006885-001","","Institutional","","N/A, N/A","N/A, N/A","C,R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","0.1",,"",,"",""
"No","6603","COMPMANAGEMENT HEALTH","","15243","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6605","BLACK HAWK","","CB987","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6605","DART MEMBER CARE","","CB987","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6606","OPTUM CARE NETWORK - MONARCH","","IP095","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6608","POSITIVE HEALTHCARE","","95411","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6609","MARIN IPA","","IP097","E:https://mipanet.marinipa.org/login.aspx","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","MRNPA1","Commercial/HMO","",,"",,"",""
"No","6609","MERITAGE MEDICAL NETWORK","","IP097","E:https://mipanet.marinipa.org/login.aspx","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","MRNPA1","Commercial/HMO","",,"",,"",""
"No","6609","MARIN SONOMA IPA","","IP097","E:https://mipanet.marinipa.org/login.aspx","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","MRNPA1","Commercial/HMO","",,"",,"",""
"No","6610","BANNER HEALTH ARIZONA","","12X42","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6610","BANNER HEALTH CHOICE PLUS HMO","","12X42","","Institutional","AZ","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
